"customer","I_Superscalping","C_Superscalping","R_Superscalping","F_Superscalping","M_Superscalping","I_Scalping","C_Scalping","R_Scalping","F_Scalping","M_Scalping","I_Daytrade","C_Daytrade","R_Daytrade","F_Daytrade","M_Daytrade","I_Swing","C_Swing","R_Swing","F_Swing","M_Swing","I_Position","C_Position","R_Position","F_Position","M_Position","I_US_Open","C_US_Open","R_US_Open","F_US_Open","I_US_Close","C_US_Close","R_US_Close","F_US_Close","M_US_Close","I_Asia_Open","C_Asia_Open","R_Asia_Open","F_Asia_Open","I_Asia_Close","C_Asia_Close","R_Asia_Close","F_Asia_Close","M_Asia_Close","I_Europe_Open","C_Europe_Open","R_Europe_Open","F_Europe_Open","I_Europe_Close","C_Europe_Close","R_Europe_Close","F_Europe_Close","M_Europe_Close","I_majorcurrency","C_majorcurrency","R_majorcurrency","F_majorcurrency","M_majorcurrency","I_minorcurrency","C_minorcurrency","R_minorcurrency","F_minorcurrency","M_minorcurrency","C_trade","R_trade","F_trade","M_trade"
"B1707",1,9,2,"0.429","-17.586",0,0,27,"0","0",1,6,0,"0.250","-12.554",1,2,0,"0.071","-1.154",1,4,0,"0.571","124.310",1,5,2,"0.179",1,2,2,"0.143","-8.549",1,11,3,"0.571",1,5,0,"0.857","104.244",1,11,2,"0.571",1,6,2,"0.321","-2.680",1,3,0,"0.143","3.956",1,9,0,"1.179","89.060",10,0,"1.321","93.015"
"B1715",1,18,1,"2.714","-21.061",1,1,2,"0.036","0.087",1,15,1,"2.036","-22.560",1,10,0,"0.679","1.034",1,12,1,"1.321","-63.727",1,3,12,"0.107",1,2,12,"0.107","-6.715",1,18,1,"5.464",1,19,1,"5.286","-62.455",1,16,1,"1.214",1,11,1,"1.393","-37.056",1,18,1,"2.179","-11.981",1,19,1,"4.607","-94.246",19,1,"6.786","-106.227"
"B1716",1,4,6,"0.143","0.012",1,2,17,"0.071","-0.670",1,2,0,"0.143","-11.423",1,1,0,"0.071","2.917",1,2,0,"0.571","13.090",1,2,2,"0.107",0,0,27,"0","0",1,10,3,"0.607",1,4,0,"0.929","2.299",1,8,1,"0.286",1,1,12,"0.071","1.628",1,2,0,"0.179","10.403",1,4,0,"0.821","-6.476",5,0,"1.000","3.927"
"B1719",1,21,1,"7.107","-16.234",1,3,1,"0.107","-1.157",1,22,1,"4.071","10.001",1,15,0,"1.393","-40.997",1,12,1,"2.571","39.195",1,1,14,"0.036",1,1,12,"0.036","-2.228",1,21,1,"7.036",1,21,1,"7.750","18.953",1,21,1,"8.179",1,21,1,"7.464","-25.918",1,19,1,"3.107","-8.432",1,22,1,"12.143","-0.761",22,1,"15.250","-9.193"
"B1725",1,14,1,"0.857","-12.212",0,0,27,"0","0",1,3,1,"0.143","3.862",1,3,0,"0.179","2.654",1,8,0,"0.857","-15.687",1,5,1,"0.179",1,3,5,"0.107","8.745",1,12,1,"0.571",1,9,1,"1.143","-35.195",1,16,2,"1.286",1,10,2,"0.786","5.066",1,12,1,"0.786","-27.414",1,11,1,"1.250","6.030",15,1,"2.036","-21.384"
"B1727",1,21,1,"9.607","-0.984",1,7,1,"0.464","15.036",1,21,1,"4.036","-22.435",1,14,0,"1.964","-90.624",1,15,1,"4.000","-2.070",1,1,14,"0.036",1,5,1,"0.214","-5.988",1,21,1,"15.286",1,22,1,"15.714","-69.914",1,20,1,"4.750",1,19,1,"4.143","-25.176",1,22,1,"19.393","-127.440",1,2,1,"0.679","26.362",22,1,"20.071","-101.079"
"B1728",1,19,1,"3.036","2.375",1,11,1,"0.536","-1.146",1,12,1,"1.536","0.244",1,12,0,"0.679","-29.996",1,9,1,"3.214","-87.748",1,1,21,"0.036",0,0,27,"0","0",1,18,1,"5.321",1,18,1,"6.679","-66.977",1,19,1,"3.643",1,15,1,"2.321","-49.294",1,18,1,"4.429","-121.976",1,19,1,"4.571","5.705",20,1,"9.000","-116.271"
"B1732",1,19,1,"17.286","-16.883",1,12,1,"3.429","-19.358",1,20,1,"7.821","-70.013",1,15,1,"3.000","-40.521",1,12,1,"4.143","-61.971",1,3,2,"0.143",1,5,2,"0.250","0.986",1,20,1,"15.321",1,20,1,"16.571","-102.700",1,20,1,"20.214",1,19,1,"18.857","-107.032",1,20,1,"15.214","96.559",1,20,1,"20.464","-305.305",20,1,"35.679","-208.746"
"B1734",1,3,1,"0.179","0.005",0,0,27,"0","0",1,3,1,"0.214","-0.505",1,1,0,"0.036","-0.398",1,4,1,"0.571","-74.822",1,1,15,"0.036",0,0,27,"0","0",1,8,1,"0.464",1,3,1,"0.714","-67.880",1,10,1,"0.500",1,3,1,"0.286","-7.840",1,3,1,"0.357","-14.490",1,3,1,"0.643","-61.230",4,1,"1.000","-75.720"
"B1736",1,17,1,"2.643","-27.449",1,1,1,"0.036","0.233",1,17,1,"2.071","-44.018",1,6,1,"0.393","-22.874",1,9,1,"1.250","-283.488",1,7,3,"0.250",1,4,3,"0.179","-18.905",1,18,1,"3.643",1,16,1,"3.750","-270.673",1,17,1,"2.500",1,15,1,"2.464","-88.018",1,3,0,"0.214","-15.839",1,18,1,"6.179","-361.757",19,1,"6.393","-377.596"
"B1737",1,19,1,"2.464","-19.211",1,5,2,"0.179","-3.140",1,11,1,"0.643","-19.165",1,5,0,"0.321","-9.554",1,14,1,"1.429","19.166",1,2,12,"0.107",1,4,3,"0.143","-1.462",1,19,1,"4.393",1,19,1,"4.036","-28.604",1,12,1,"0.536",1,11,1,"0.857","-1.839",1,10,1,"0.607","22.577",1,20,1,"4.429","-54.482",20,1,"5.036","-31.905"
"B1739",1,18,1,"1.893","0.096",1,3,1,"0.143","6.711",1,11,1,"0.750","-0.699",1,3,0,"0.143","6.520",1,11,1,"1.464","-21.593",1,4,6,"0.143",1,3,1,"0.143","14.453",1,18,1,"3.571",1,17,1,"3.821","0.010",1,11,1,"0.679",1,9,1,"0.429","-23.428",1,12,1,"1.250","-4.005",1,19,1,"3.143","-4.961",19,1,"4.393","-8.966"
"B174",1,20,1,"2.429","20.620",1,7,3,"0.286","-3.246",1,16,1,"1.286","-9.361",1,9,1,"0.464","-3.128",1,10,1,"0.964","22.818",1,3,6,"0.107",1,2,12,"0.107","3.996",1,22,1,"3.000",1,20,1,"3.036","27.785",1,20,1,"2.321",1,16,1,"2.286","-4.077",1,7,1,"0.286","-5.212",1,21,1,"5.143","32.917",21,1,"5.429","27.704"
"B1743",1,12,2,"0.607","-20.840",1,3,9,"0.107","-0.534",1,9,1,"0.500","-6.018",1,3,0,"0.107","-4.456",1,5,0,"0.679","-15.374",1,4,1,"0.143",1,1,1,"0.036","1.112",1,15,2,"1.464",1,14,0,"1.821","-34.085",1,10,1,"0.393",1,3,3,"0.143","-14.249",1,16,1,"1.571","-49.648",1,4,0,"0.429","2.426",17,1,"2.000","-47.222"
"B1748",1,7,1,"0.714","-4.361",0,0,27,"0","0",1,6,1,"0.214","-4.480",1,3,0,"0.107","1.560",1,10,1,"1.000","17.850",1,3,8,"0.107",1,1,1,"0.107","9.510",1,15,1,"1.607",1,11,1,"1.679","-10.982",1,6,1,"0.321",1,4,2,"0.250","12.041",1,10,1,"0.857","51.689",1,9,1,"1.179","-41.120",11,1,"2.036","10.569"
"B175",1,16,1,"1.143","-1.451",1,6,1,"0.214","-1.619",1,9,1,"0.500","7.855",1,4,0,"0.214","5.084",1,8,0,"1.000","-49.416",1,3,11,"0.107",1,2,11,"0.107","-9.633",1,16,1,"2.429",1,15,1,"2.786","-25.709",1,11,1,"0.536",1,5,5,"0.179","-4.206",1,16,1,"1.929","-28.004",1,8,0,"1.143","-11.544",18,1,"3.071","-39.548"
"B1750",1,24,1,"9.071","-2.158",1,9,14,"0.964","-0.332",1,24,1,"7.000","-243.479",1,11,0,"2.036","-118.058",1,3,0,"0.286","17.875",1,24,1,"5.643",1,24,1,"5.500","-48.004",1,20,1,"4.571",1,18,1,"5.571","-172.517",1,22,1,"9.143",1,22,1,"8.286","-125.632",1,1,0,"0.179","-4.093",1,25,1,"19.179","-342.060",25,1,"19.357","-346.153"
"B1755",1,20,2,"2.036","11.768",1,1,13,"0.036","6.193",1,12,0,"0.857","-4.244",1,9,1,"0.393","-1.342",1,16,1,"1.179","-66.092",1,3,3,"0.143",1,2,3,"0.107","15.250",1,14,2,"1.786",1,15,0,"2.321","-51.766",1,21,1,"2.571",1,20,1,"2.071","-17.202",1,5,0,"0.321","31.927",1,22,1,"4.179","-85.645",22,1,"4.500","-53.718"
"B1757",1,21,1,"5.750","33.965",1,3,9,"0.143","-0.985",1,20,0,"3.071","-35.333",1,14,0,"1.321","-14.595",1,15,1,"2.143","-10.253",1,2,3,"0.071",1,1,6,"0.036","2.322",1,21,1,"7.429",1,22,1,"6.500","43.605",1,20,2,"4.929",1,19,2,"5.893","-73.127",1,21,1,"3.500","-60.587",1,22,1,"8.929","33.386",22,1,"12.429","-27.200"
"B1759",1,18,1,"5.464","3.097",1,10,1,"0.714","1.374",1,17,1,"2.857","-21.916",1,12,1,"1.321","-32.318",1,10,1,"1.500","-3.023",0,0,27,"0",1,3,1,"0.179","8.809",1,18,1,"5.393",1,19,1,"5.036","-30.156",1,19,1,"6.464",1,18,1,"6.643","-31.439",1,19,1,"9.107","-83.708",1,19,1,"2.750","30.922",19,1,"11.857","-52.785"
"B1761",1,17,1,"5.464","-1.164",1,9,2,"0.429","-7.232",1,18,1,"3.250","-38.273",1,8,3,"0.893","-27.635",1,13,1,"2.607","-98.141",1,14,1,"3.321",1,14,1,"2.964","-45.289",1,13,1,"2.929",1,11,1,"4.500","-47.603",1,18,1,"6.393",1,17,1,"5.179","-79.551",1,18,1,"4.821","-98.989",1,18,1,"7.821","-73.454",18,1,"12.643","-172.444"
"B1765",1,14,2,"1.679","-3.965",0,0,27,"0","0",1,10,1,"0.786","3.202",1,6,0,"0.464","6.406",1,8,1,"1.464","-1.501",1,6,1,"0.214",0,0,27,"0","0",1,15,2,"3.786",1,16,1,"4.250","1.666",1,9,2,"0.393",1,4,1,"0.143","2.477",1,11,1,"1.000","12.253",1,14,0,"3.393","-8.110",16,1,"4.393","4.143"
"B1769",1,21,1,"3.000","0.635",1,3,11,"0.107","-1.000",1,18,1,"1.536","-17.908",1,5,0,"0.321","-7.278",1,9,1,"1.500","-76.019",1,11,3,"0.714",1,8,1,"0.571","-4.353",1,17,1,"2.357",1,19,1,"2.821","-98.592",1,20,2,"3.393",1,20,2,"3.071","1.375",1,3,1,"0.214","13.505",1,22,1,"6.250","-115.075",22,1,"6.464","-101.569"
"B1770",1,14,1,"1.571","-2.571",1,2,11,"0.107","-1.344",1,6,1,"0.357","-11.800",1,7,1,"0.464","6.435",1,9,1,"1.357","-51.008",1,2,9,"0.107",1,1,9,"0.071","-29.482",1,15,1,"2.179",1,13,1,"2.714","-7.674",1,13,3,"1.571",1,9,6,"1.071","-23.132",1,7,1,"0.607","48.421",1,15,1,"3.250","-108.710",15,1,"3.857","-60.289"
"B1771",1,18,1,"29.250","7.863",1,15,1,"1.536","-45.818",1,19,1,"20.464","-323.144",1,10,1,"3.536","-483.505",1,8,1,"1.036","-19.573",1,18,1,"16.250",1,18,1,"15.679","-248.442",1,19,1,"19.929",1,19,1,"21.643","-411.293",1,18,1,"19.643",1,18,1,"18.500","-204.443",1,19,1,"6.893","38.471",1,19,1,"48.929","-902.648",19,1,"55.821","-864.177"
"B1773",1,20,1,"3.893","-26.961",1,11,1,"0.464","-4.753",1,16,1,"1.964","-30.180",1,6,2,"0.357","9.885",1,8,0,"0.714","-5.023",1,5,3,"0.607",1,6,1,"0.679","-5.611",1,20,1,"2.571",1,18,1,"2.607","-70.223",1,19,1,"4.214",1,18,1,"4.107","18.801",1,3,0,"0.143","-11.406",1,20,1,"7.250","-45.627",21,1,"7.393","-57.033"
"B1776",1,17,1,"1.250","12.794",0,0,27,"0","0",1,17,1,"0.929","-22.357",1,3,0,"0.179","-1.715",1,10,0,"1.321","-70.979",1,6,3,"0.250",1,2,8,"0.179","-2.093",1,17,1,"2.500",1,16,1,"3.000","-57.115",1,15,1,"0.929",1,8,2,"0.500","-23.051",1,9,0,"0.786","-19.834",1,18,1,"2.893","-62.424",19,1,"3.679","-82.258"
"B1780",1,17,1,"2.036","6.429",1,4,7,"0.214","1.186",1,13,1,"1.143","13.945",1,9,1,"0.536","-18.429",1,9,1,"1.464","26.189",1,3,3,"0.107",1,1,2,"0.071","8.883",1,16,1,"2.250",1,15,1,"3.071","5.409",1,17,1,"3.036",1,16,1,"2.250","15.028",1,15,1,"1.893","43.050",1,18,1,"3.500","-13.729",18,1,"5.393","29.320"
"B1784",1,12,3,"2.286","-17.616",1,3,5,"0.107","-10.820",1,10,0,"0.893","-2.433",1,4,1,"0.214","28.600",1,12,0,"1.893","-73.474",1,4,5,"0.143",1,4,5,"0.214","-13.009",1,12,1,"3.143",1,15,1,"3.500","-94.733",1,12,5,"2.107",1,11,5,"1.679","31.998",1,12,1,"1.607","-27.702",1,16,0,"3.786","-48.042",17,1,"5.393","-75.744"
"B1786",1,20,1,"2.607","-27.640",1,5,2,"0.179","0.468",1,14,1,"1.071","-31.650",1,10,2,"0.393","12.354",1,12,1,"1.643","-45.695",1,4,3,"0.179",1,4,3,"0.214","-2.026",1,20,1,"3.321",1,20,1,"3.821","-69.388",1,20,1,"2.393",1,14,1,"1.857","-20.750",1,21,1,"3.500","-101.614",1,20,1,"2.393","9.449",21,1,"5.893","-92.164"
"B1787",1,15,1,"0.964","17.848",1,2,14,"0.107","0.078",1,7,1,"0.357","-1.810",1,3,0,"0.107","3.385",1,9,1,"0.679","-44.939",1,1,14,"0.071",1,2,2,"0.071","4.418",1,15,1,"1.929",1,16,1,"1.857","-34.977",1,5,2,"0.214",1,6,2,"0.286","5.120",1,15,1,"1.214","-10.876",1,13,1,"1.000","-14.563",18,1,"2.214","-25.439"
"B1792",1,19,1,"6.643","13.530",1,8,1,"0.321","-2.021",1,19,1,"2.964","17.940",1,16,1,"1.536","24.820",1,13,1,"2.500","-142.651",1,2,5,"0.071",1,5,1,"0.250","12.387",1,18,1,"5.821",1,19,1,"7.643","-82.512",1,21,1,"8.071",1,19,1,"6.071","-18.258",1,20,1,"3.500","-56.947",1,20,1,"10.464","-31.436",20,1,"13.964","-88.383"
"B1793",1,10,1,"0.786","1.718",0,0,27,"0","0",1,9,1,"0.500","-24.290",1,3,0,"0.107","2.517",1,7,1,"0.857","-28.919",1,3,5,"0.107",1,1,20,"0.036","-2.668",1,16,1,"1.679",1,12,1,"1.857","-41.849",1,8,1,"0.464",1,6,1,"0.357","-4.456",1,7,1,"0.607","7.949",1,12,1,"1.643","-56.923",13,1,"2.250","-48.974"
"B1795",1,13,1,"1.571","-13.023",1,1,3,"0.036","0.044",1,7,1,"0.714","-3.425",1,10,0,"0.643","4.669",1,7,1,"0.857","-97.567",1,3,3,"0.107",1,2,3,"0.071","-8.150",1,15,1,"1.821",1,16,1,"2.179","-81.113",1,10,1,"1.893",1,10,1,"1.571","-20.039",1,5,0,"0.286","-9.591",1,15,1,"3.536","-99.711",16,1,"3.821","-109.302"
"B1797",1,13,1,"1.464","-18.778",1,2,18,"0.107","-0.614",1,10,1,"0.536","0.852",1,3,0,"0.179","-12.303",1,13,1,"1.143","81.278",1,4,1,"0.143",1,3,1,"0.107","-17.526",1,14,1,"2.500",1,15,1,"2.893","45.393",1,11,3,"0.786",1,8,6,"0.429","22.568",1,13,1,"1.500","26.484",1,15,1,"1.929","23.951",18,1,"3.429","50.435"
"B180",1,13,1,"0.857","20.075",0,0,27,"0","0",1,7,1,"0.464","-8.262",1,1,0,"0.107","0.705",1,7,1,"1.107","-9.759",1,1,19,"0.036",1,2,6,"0.071","4.885",1,17,1,"1.250",1,13,1,"1.929","-3.565",1,18,1,"1.250",1,7,1,"0.536","1.440",1,4,1,"0.250","-0.856",1,13,1,"2.286","3.615",15,1,"2.536","2.759"
"B181",1,18,1,"1.643","3.301",1,9,1,"0.500","-6.492",1,10,1,"0.464","-24.967",1,9,0,"0.500","-2.292",1,11,1,"1.393","12.617",1,3,8,"0.107",1,3,2,"0.107","3.867",1,19,1,"4.000",1,19,1,"4.071","-26.838",1,9,5,"0.393",1,5,2,"0.321","5.139",1,16,1,"1.679","-29.830",1,19,1,"2.821","11.998",20,1,"4.500","-17.833"
"B185",1,20,1,"2.214","6.464",1,4,3,"0.143","-0.077",1,16,1,"1.179","-0.559",1,8,3,"0.393","2.523",1,14,1,"1.071","-6.561",1,1,14,"0.036",1,3,3,"0.107","10.284",1,21,1,"4.714",1,22,1,"4.679","-12.358",1,7,3,"0.250",1,4,5,"0.214","3.863",1,8,1,"0.500","18.179",1,22,1,"4.500","-16.390",22,1,"5.000","1.789"
"B186",1,18,1,"5.286","-8.486",1,2,18,"0.143","-0.004",1,17,1,"3.714","-23.575",1,11,1,"1.179","9.621",1,11,1,"2.107","4.443",1,2,9,"0.071",1,1,1,"0.071","0.971",1,19,1,"5.071",1,18,1,"7.000","-3.184",1,18,1,"7.286",1,16,1,"5.357","-15.787",1,16,1,"2.643","63.704",1,19,1,"9.786","-81.704",19,1,"12.429","-18.000"
"B188",1,19,1,"3.429","0.627",0,0,27,"0","0",1,19,1,"2.714","-149.327",1,14,2,"0.857","1.569",1,8,0,"0.857","-267.178",1,4,2,"0.179",1,6,1,"0.214","-47.846",1,20,1,"3.071",1,20,1,"3.179","-218.221",1,21,1,"4.607",1,19,1,"4.464","-148.241",1,18,1,"2.071","15.897",1,21,1,"5.786","-430.205",21,1,"7.857","-414.309"
"B19",1,15,1,"1.679","1.162",1,1,18,"0.036","0.309",1,15,1,"1.500","-67.952",1,6,0,"0.429","17.312",1,11,1,"1.000","-27.879",1,3,19,"0.107",1,3,1,"0.107","12.619",1,16,1,"2.357",1,16,1,"2.571","-24.154",1,16,1,"2.179",1,15,1,"1.964","-65.513",1,16,0,"1.357","15.614",1,16,1,"3.286","-92.662",17,1,"4.643","-77.048"
"B190",1,11,2,"0.679","7.607",1,4,7,"0.214","-3.870",1,5,1,"0.286","10.496",0,0,27,"0","0",1,6,1,"0.750","2.445",1,3,13,"0.107",1,2,1,"0.071","2.678",1,12,1,"0.679",1,9,0,"0.929","-0.808",1,12,1,"1.143",1,9,1,"0.929","14.808",1,7,0,"0.536","-5.428",1,13,1,"1.393","22.105",14,1,"1.929","16.678"
"B191",1,12,3,"0.714","111.540",1,2,19,"0.071","-0.336",1,7,1,"0.500","-25.160",1,2,3,"0.071","-1.119",1,9,0,"0.857","-144.836",1,2,1,"0.071",1,1,8,"0.036","2.994",1,18,1,"1.607",1,14,0,"1.750","-61.582",1,13,2,"0.536",1,9,1,"0.429","-1.324",1,13,0,"0.821","35.600",1,14,1,"1.393","-95.512",18,1,"2.214","-59.912"
"B193",1,19,1,"1.893","-6.437",1,3,8,"0.107","-9.427",1,13,1,"1.000","-64.634",1,13,1,"0.571","-5.620",1,11,1,"1.357","-16.559",1,5,8,"0.179",1,1,25,"0.036","0.747",1,20,1,"3.714",1,19,1,"3.679","-59.905",1,15,1,"1.036",1,14,1,"1.214","-43.520",1,3,0,"0.250","11.345",1,21,1,"4.679","-114.022",21,1,"4.929","-102.677"
"B201",1,14,1,"1.321","-8.460",0,0,27,"0","0",1,7,0,"0.464","-8.109",1,5,0,"0.250","-14.005",1,4,1,"0.714","60.400",0,0,27,"0",1,1,11,"0.036","2.664",1,15,1,"2.464",1,15,1,"2.500","18.120",1,7,1,"0.286",1,6,3,"0.214","9.042",1,8,1,"0.571","-3.922",1,15,1,"2.179","33.748",15,1,"2.750","29.826"
"B203",1,9,1,"0.571","-4.151",0,0,27,"0","0",1,1,0,"0.036","1.309",0,0,27,"0","0",1,9,1,"0.714","-23.288",1,3,3,"0.107",1,1,2,"0.036","-7.655",1,10,1,"0.857",1,11,1,"0.929","-9.238",1,7,1,"0.357",1,6,1,"0.357","-9.238",1,4,0,"0.214","-17.930",1,11,1,"1.107","-8.201",13,1,"1.321","-26.131"
"B206",1,13,1,"0.964","-3.868",1,3,1,"0.107","0.769",1,4,1,"0.321","-27.736",1,2,3,"0.107","8.078",1,8,1,"1.143","78.504",1,2,11,"0.071",0,0,27,"0","0",1,17,1,"2.214",1,16,1,"2.500","49.096",1,6,2,"0.357",1,4,1,"0.143","6.651",1,8,1,"0.714","37.047",1,13,1,"1.929","18.700",16,1,"2.643","55.747"
"B209",1,20,1,"18.714","-11.717",1,19,1,"2.679","-17.501",1,20,1,"9.393","-41.987",1,13,1,"3.357","-38.012",1,8,1,"1.500","-81.719",1,1,13,"0.071",0,0,27,"0","0",1,21,1,"31.857",1,21,1,"31.929","-179.075",1,17,1,"3.714",1,15,1,"3.714","-11.861",1,20,1,"6.393","33.875",1,21,1,"29.250","-224.811",21,1,"35.643","-190.936"
"B21",1,9,3,"0.500","0.028",0,0,27,"0","0",1,4,0,"0.321","9.003",1,3,2,"0.107","-4.244",1,9,1,"0.786","-26.168",1,2,3,"0.071",1,2,1,"0.071","20.467",1,12,3,"0.893",1,8,0,"1.036","-20.368",1,13,1,"0.750",1,10,1,"0.607","-21.478",1,11,1,"0.679","12.265",1,7,0,"1.036","-33.645",14,1,"1.714","-21.380"
"B212",1,5,1,"0.214","-0.262",1,4,9,"0.179","-70.628",1,5,1,"0.214","-0.643",1,2,0,"0.071","0.288",1,6,1,"0.786","37.826",1,1,3,"0.036",1,1,1,"0.036","4.200",1,13,1,"0.964",1,8,0,"1.179","-9.498",1,11,1,"0.464",1,3,1,"0.250","-28.121",1,6,1,"0.429","1.459",1,7,1,"1.036","-34.878",10,1,"1.464","-33.419"
"B220",1,18,1,"2.429","-6.556",1,8,1,"0.321","-0.642",1,17,1,"1.429","-18.891",1,7,2,"0.357","0.131",1,11,0,"0.929","-23.713",1,3,1,"0.107",1,3,1,"0.143","0.639",1,13,3,"2.107",1,13,1,"2.286","-37.485",1,18,1,"3.250",1,15,1,"3.036","-12.825",1,6,1,"0.250","-8.170",1,19,1,"5.214","-41.500",19,1,"5.464","-49.670"
"B222",1,6,1,"0.571","14.528",1,1,9,"0.036","-0.369",1,5,0,"0.250","-3.871",1,2,3,"0.071","1.216",1,7,1,"0.607","-17.142",0,0,27,"0",1,4,1,"0.143","3.041",1,12,1,"1.321",1,7,1,"1.179","-6.470",1,4,9,"0.214",1,6,2,"0.214","-2.209",1,8,0,"0.679","-0.138",1,11,1,"0.857","-5.500",14,1,"1.536","-5.638"
"B226",1,14,1,"1.000","-4.902",0,0,27,"0","0",1,4,0,"0.179","-0.723",1,7,1,"0.286","3.475",1,5,1,"0.857","-36.008",1,1,18,"0.036",0,0,27,"0","0",1,18,1,"2.036",1,15,1,"2.321","-38.157",1,6,3,"0.250",0,0,27,"0","0",1,1,0,"0.179","-16.046",1,15,1,"2.143","-22.111",15,1,"2.321","-38.157"
"B229",1,21,1,"24.536","-0.347",1,15,1,"4.429","-14.730",1,20,1,"11.000","-92.398",1,14,1,"5.107","35.304",1,7,0,"2.179","-78.232",1,3,8,"0.143",1,7,1,"0.464","3.274",1,21,1,"44.179",1,22,1,"44.071","-136.255",1,18,1,"2.929",1,16,1,"2.714","-17.421",1,22,1,"37.321","-157.614",1,21,1,"9.929","7.211",22,1,"47.250","-150.402"
"B230",1,20,1,"30.607","-1.661",1,6,1,"1.393","-9.660",1,20,1,"25.964","-257.623",1,6,2,"4.321","-9.533",1,2,0,"0.750","-40.518",1,20,1,"18.571",1,20,1,"17.250","-108.558",1,20,1,"20.964",1,20,1,"23.536","-141.622",1,20,1,"23.500",1,20,1,"22.250","-68.816",1,21,1,"31.571","-47.323",1,21,1,"31.464","-271.673",21,1,"63.036","-318.996"
"B232",1,21,1,"7.143","6.242",1,12,1,"0.750","-5.414",1,19,1,"3.214","31.381",1,14,0,"1.321","-20.047",1,17,1,"3.179","-86.119",1,10,8,"2.107",1,9,8,"1.964","-19.953",1,20,1,"7.071",1,20,1,"7.786","-70.653",1,19,1,"6.429",1,18,1,"5.857","16.649",1,21,1,"3.321","-30.776",1,22,1,"12.286","-43.181",22,1,"15.607","-73.957"
"B234",1,17,1,"2.464","-10.677",0,0,27,"0","0",1,14,1,"0.964","-44.106",1,6,0,"0.357","-2.302",1,5,0,"0.821","-17.182",1,2,20,"0.071",0,0,27,"0","0",1,17,1,"3.179",1,15,0,"3.607","-43.099",1,14,1,"1.357",1,10,1,"1.000","-31.168",1,10,0,"1.107","25.952",1,18,1,"3.500","-100.219",18,1,"4.607","-74.267"
"B237",1,12,1,"1.179","-4.141",0,0,27,"0","0",1,4,0,"0.357","-17.525",1,2,0,"0.071","-2.401",1,7,1,"1.250","-76.127",1,3,11,"0.107",0,0,27,"0","0",1,17,1,"2.357",1,14,1,"2.679","-101.743",1,11,2,"0.393",1,4,2,"0.179","1.550",1,9,0,"0.643","5.168",1,12,1,"2.214","-105.361",15,1,"2.857","-100.194"
"B238",1,13,1,"1.714","8.877",1,8,1,"0.571","-80.506",1,9,1,"0.786","-24.588",1,4,3,"0.179","14.911",1,8,1,"1.214","9.394",1,2,1,"0.071",1,2,2,"0.071","-1.070",1,13,1,"4.071",1,17,1,"4.071","-68.555",1,6,3,"0.321",1,4,1,"0.321","-2.287",1,12,1,"0.536","10.534",1,15,1,"3.929","-82.446",19,1,"4.464","-71.912"
"B243",1,2,5,"0.143","-0.184",1,1,17,"0.036","0.239",1,1,0,"0.036","0.996",1,1,14,"0.036","1.501",1,2,0,"0.500","-35.425",1,1,5,"0.036",1,1,5,"0.107","-5.366",1,5,1,"0.357",1,3,0,"0.607","-27.745",1,7,12,"0.357",1,1,17,"0.036","0.239",1,2,0,"0.179","-9.145",1,4,0,"0.571","-23.727",4,0,"0.750","-32.872"
"B244",1,3,2,"0.107","0.013",0,0,27,"0","0",1,3,0,"0.107","1.542",1,1,0,"0.071","-5.000",1,4,0,"0.536","42.730",1,2,1,"0.071",0,0,27,"0","0",1,5,3,"0.321",1,2,0,"0.643","37.327",1,10,2,"0.429",1,3,2,"0.179","1.957",1,2,0,"0.179","8.108",1,4,0,"0.643","31.176",5,0,"0.821","39.284"
"B245",1,16,2,"2.321","-5.171",0,0,27,"0","0",1,8,1,"0.536","-8.805",1,9,2,"0.393","-1.225",1,9,0,"1.107","-44.624",1,5,2,"0.250",1,1,18,"0.071","-3.147",1,17,2,"3.929",1,17,0,"4.143","-66.857",1,5,2,"0.179",1,4,1,"0.143","10.178",1,9,0,"0.786","7.022",1,18,1,"3.571","-66.848",18,1,"4.357","-59.826"
"B247",1,15,1,"1.750","5.507",0,0,27,"0","0",1,9,1,"0.607","5.684",1,6,3,"0.393","-11.455",1,9,1,"0.929","-11.851",1,1,8,"0.036",1,2,15,"0.071","3.293",1,17,1,"3.321",1,17,1,"3.321","-26.622",1,7,1,"0.321",1,5,1,"0.286","11.213",1,16,1,"1.286","6.260",1,16,1,"2.393","-18.376",18,1,"3.679","-12.116"
"B249",1,18,1,"1.571","-10.204",1,6,2,"0.286","-6.591",1,14,1,"0.786","-6.295",1,5,3,"0.286","-7.132",1,3,0,"0.500","16.295",1,4,3,"0.143",1,3,11,"0.143","-8.654",1,19,1,"2.321",1,18,1,"2.607","-0.488",1,13,3,"0.964",1,7,3,"0.679","-4.787",1,1,0,"0.179","10.406",1,19,1,"3.250","-24.334",19,1,"3.429","-13.928"
"B251",1,12,1,"0.750","-0.583",0,0,27,"0","0",1,8,1,"0.429","0.552",1,3,8,"0.107","-5.836",1,8,1,"0.643","34.503",1,2,3,"0.071",1,3,2,"0.143","17.905",1,13,1,"1.429",1,12,1,"1.643","-1.538",1,8,3,"0.429",1,4,1,"0.143","12.270",1,11,1,"0.929","29.415",1,12,1,"1.000","-0.779",15,1,"1.929","28.636"
