"customer","I_Superscalping","C_Superscalping","R_Superscalping","F_Superscalping","M_Superscalping","I_Scalping","C_Scalping","R_Scalping","F_Scalping","M_Scalping","I_Daytrade","C_Daytrade","R_Daytrade","F_Daytrade","M_Daytrade","I_Swing","C_Swing","R_Swing","F_Swing","M_Swing","I_Position","C_Position","R_Position","F_Position","M_Position","I_US_Open","C_US_Open","R_US_Open","F_US_Open","I_US_Close","C_US_Close","R_US_Close","F_US_Close","M_US_Close","I_Asia_Open","C_Asia_Open","R_Asia_Open","F_Asia_Open","I_Asia_Close","C_Asia_Close","R_Asia_Close","F_Asia_Close","M_Asia_Close","I_Europe_Open","C_Europe_Open","R_Europe_Open","F_Europe_Open","I_Europe_Close","C_Europe_Close","R_Europe_Close","F_Europe_Close","M_Europe_Close","I_majorcurrency","C_majorcurrency","R_majorcurrency","F_majorcurrency","M_majorcurrency","I_minorcurrency","C_minorcurrency","R_minorcurrency","F_minorcurrency","M_minorcurrency","C_trade","R_trade","F_trade","M_trade"
"B1478",1,21,1,"10.714","-0.327",1,12,2,"1.000","-2.355",1,22,1,"7.786","-69.684",1,18,1,"2.000","14.249",1,12,1,"1.286","-24.807",1,20,1,"3.821",1,19,1,"4.071","43.802",1,20,1,"9.179",1,21,1,"9.500","-78.022",1,21,1,"9.786",1,21,1,"9.214","-48.704",1,22,1,"3.536","-16.449",1,22,1,"19.250","-66.475",22,1,"22.786","-82.924"
"B1481",1,8,1,"0.321","11.679",1,2,3,"0.071","-37.659",1,4,0,"0.179","52.062",0,0,27,"0","0",1,3,1,"0.607","-9.748",1,3,14,"0.107",0,0,27,"0","0",1,8,5,"0.643",1,6,0,"0.821","11.956",1,7,1,"0.429",1,6,1,"0.357","4.378",1,1,0,"0.143","-26.599",1,11,1,"1.036","42.933",11,1,"1.179","16.334"
"B1487",1,16,1,"1.750","11.793",1,2,5,"0.071","-0.686",1,8,1,"0.607","-8.933",1,4,3,"0.286","-13.984",1,8,1,"1.143","-45.969",1,5,6,"0.179",1,2,6,"0.071","3.150",1,19,1,"2.536",1,15,0,"2.571","-33.264",1,14,1,"1.143",1,11,1,"1.214","-27.666",1,13,1,"0.821","-4.568",1,15,1,"3.036","-53.211",17,1,"3.857","-57.779"
"B1489",1,22,1,"7.214","-7.440",1,12,3,"0.643","-2.768",1,22,1,"4.536","73.880",1,13,1,"1.214","-32.384",1,8,1,"1.321","-7.624",1,5,13,"0.214",1,4,13,"0.143","-8.592",1,22,1,"7.393",1,22,1,"8.179","51.778",1,21,1,"7.321",1,21,1,"6.607","-19.522",1,23,1,"7.536","60.822",1,23,1,"7.393","-37.158",23,1,"14.929","23.664"
"B149",1,11,5,"4.179","1.799",1,3,9,"0.893","-7.286",1,9,0,"2.571","-98.731",1,5,2,"0.286","-0.389",1,11,1,"1.500","48.607",1,4,1,"0.429",1,4,2,"0.679","-1.465",1,14,2,"5.071",1,13,1,"4.214","-1.795",1,16,3,"3.929",1,11,2,"4.536","-52.740",1,4,0,"0.321","-7.519",1,16,1,"9.107","-48.481",16,1,"9.429","-56.000"
"B1493",1,20,1,"5.107","-4.824",1,4,13,"0.143","1.427",1,19,1,"2.893","-67.648",1,11,1,"0.929","-11.269",1,10,1,"1.321","-49.213",1,5,6,"0.286",1,4,8,"0.214","-6.763",1,19,1,"6.429",1,20,1,"6.393","-102.523",1,19,1,"3.679",1,18,1,"3.786","-22.241",1,19,1,"6.321","-87.064",1,20,1,"4.071","-44.463",21,1,"10.393","-131.527"
"B1494",1,15,2,"0.821","-12.489",1,1,24,"0.036","0.210",1,4,0,"0.179","-2.235",1,2,5,"0.071","3.925",1,7,0,"0.893","-12.176",1,4,6,"0.143",0,0,27,"0","0",1,16,1,"1.536",1,15,0,"1.821","-23.147",1,8,2,"0.321",1,4,2,"0.179","0.383",1,11,0,"1.214","-15.667",1,8,0,"0.786","-7.097",16,0,"2.000","-22.764"
"B1497",1,20,1,"6.321","0.300",1,9,9,"0.679","-7.150",1,17,1,"3.036","-105.731",1,11,0,"0.857","28.595",1,14,1,"3.143","-116.698",1,9,1,"1.679",1,7,6,"1.571","-21.459",1,20,1,"6.714",1,20,1,"7.964","-91.616",1,21,1,"5.643",1,18,1,"4.500","-87.610",1,21,1,"7.107","-135.046",1,21,1,"6.929","-65.639",21,1,"14.036","-200.685"
"B1499",1,17,1,"1.607","5.791",1,2,24,"0.071","2.613",1,11,1,"0.607","2.970",1,6,0,"0.464","-21.954",1,9,1,"0.929","-67.862",1,11,2,"0.714",1,11,1,"0.643","5.843",1,16,2,"1.286",1,13,0,"1.679","-73.996",1,17,1,"1.679",1,15,1,"1.357","-10.290",1,17,0,"1.607","-44.640",1,16,1,"2.071","-33.802",20,1,"3.679","-78.442"
"B1501",1,19,1,"3.893","-15.303",0,0,27,"0","0",1,13,1,"1.321","-21.363",1,9,2,"0.429","4.425",1,14,1,"2.107","80.719",0,0,27,"0",0,0,27,"0","0",1,18,1,"7.357",1,19,1,"7.464","45.260",1,8,1,"0.393",1,7,1,"0.286","3.218",1,18,1,"2.321","23.206",1,20,1,"5.429","25.272",20,1,"7.750","48.478"
"B1504",1,13,2,"1.036","1.647",1,4,3,"0.143","-2.202",1,8,1,"0.500","1.305",1,5,0,"0.321","0.457",1,6,0,"0.643","-46.482",1,2,2,"0.071",0,0,27,"0","0",1,13,2,"1.250",1,12,0,"1.536","-31.769",1,11,2,"1.321",1,12,1,"1.107","-13.505",1,10,1,"0.929","-54.678",1,14,0,"1.714","9.405",16,1,"2.643","-45.273"
"B1505",1,16,1,"5.179","-22.679",1,8,2,"0.643","-9.771",1,13,1,"2.286","2.922",1,11,0,"1.429","11.667",1,8,1,"0.821","14.929",1,2,1,"0.071",1,2,1,"0.071","4.749",1,16,1,"9.964",1,16,1,"10.071","-38.477",1,7,1,"0.321",1,4,1,"0.214","30.797",1,3,0,"0.143","-4.758",1,17,1,"10.214","1.827",17,1,"10.357","-2.932"
"B1516",1,19,1,"8.357","-13.785",1,7,11,"0.571","8.116",1,18,1,"3.429","-197.967",1,11,6,"2.036","-245.735",1,12,1,"3.143","-294.358",1,10,1,"1.357",1,9,1,"1.643","-10.864",1,17,1,"8.536",1,18,1,"8.857","-358.874",1,18,1,"7.643",1,18,1,"7.036","-373.991",1,19,1,"3.000","-96.993",1,21,1,"14.536","-646.736",21,1,"17.536","-743.729"
"B1520",1,7,3,"0.679","-20.624",1,1,14,"0.036","-0.484",1,3,0,"0.107","-2.262",1,4,0,"0.214","8.228",1,5,1,"0.643","4.026",1,1,18,"0.036",1,1,13,"0.036","-0.263",1,9,2,"1.286",1,8,0,"1.429","-16.749",1,7,6,"0.357",1,5,1,"0.214","5.896",1,6,1,"0.393","1.727",1,10,0,"1.286","-12.843",12,1,"1.679","-11.116"
"B1521",1,15,1,"0.964","0.048",1,6,6,"0.214","0.693",1,9,1,"0.607","0.433",1,7,6,"0.286","-6.107",1,8,1,"0.821","-15.783",1,1,3,"0.036",0,0,27,"0","0",1,17,1,"2.107",1,17,1,"2.429","-7.576",1,13,1,"0.750",1,8,1,"0.464","-13.140",1,14,1,"1.643","-26.552",1,13,0,"1.250","5.836",18,1,"2.893","-20.716"
"B1522",1,22,1,"5.500","-7.344",1,5,2,"0.214","-1.018",1,16,1,"1.571","6.723",1,13,0,"1.036","-64.208",1,16,1,"3.000","-92.441",1,12,2,"2.429",1,12,2,"2.179","30.074",1,21,1,"4.464",1,21,1,"5.036","-60.191",1,19,1,"4.429",1,19,1,"4.107","-128.172",1,17,1,"1.571","-7.473",1,23,1,"9.750","-150.816",23,1,"11.321","-158.289"
"B1524",1,20,1,"2.071","-22.830",1,2,7,"0.071","-0.691",1,16,1,"0.821","-13.615",1,1,21,"0.036","3.900",1,5,1,"0.500","-32.378",1,10,1,"0.464",1,7,2,"0.429","-21.310",1,19,1,"1.714",1,17,1,"1.893","-44.931",1,18,2,"1.321",1,15,1,"1.179","0.627",1,17,1,"1.500","-3.161",1,18,1,"2.000","-62.453",21,1,"3.500","-65.614"
"B1528",1,19,1,"6.393","-53.469",1,4,1,"0.179","-8.998",1,17,1,"3.607","-512.322",1,12,0,"1.071","-72.912",1,12,1,"1.357","-26.586",1,15,1,"1.214",1,11,1,"1.036","-0.995",1,17,1,"6.071",1,17,1,"6.321","-397.095",1,17,1,"5.321",1,18,1,"5.250","-276.197",1,5,1,"0.286","1.991",1,20,1,"12.321","-676.278",20,1,"12.607","-674.287"
"B153",1,14,1,"0.964","-4.068",1,3,1,"0.143","1.248",1,9,1,"0.571","-12.073",1,5,1,"0.250","16.243",1,7,1,"0.679","71.969",1,1,1,"0.036",1,3,1,"0.143","-3.582",1,19,1,"1.571",1,15,1,"1.679","88.043",1,13,1,"1.000",1,10,1,"0.786","-11.142",1,12,0,"0.714","18.855",1,12,1,"1.893","54.463",17,1,"2.607","73.318"
"B1531",1,17,1,"1.536","-9.512",1,9,1,"0.393","-4.610",1,11,1,"0.786","-3.457",1,9,2,"0.393","-16.929",1,11,1,"1.250","69.755",1,5,12,"0.214",1,5,8,"0.250","-13.232",1,20,1,"3.429",1,18,1,"3.500","10.159",1,10,6,"0.714",1,9,2,"0.607","38.320",1,4,1,"0.286","28.292",1,21,1,"4.071","6.956",21,1,"4.357","35.247"
"B1532",1,13,2,"0.607","-0.872",1,2,23,"0.071","-0.530",1,2,0,"0.107","-3.302",1,2,0,"0.071","0.939",1,5,0,"0.679","-5.407",0,0,27,"0",0,0,27,"0","0",1,14,2,"1.179",1,13,0,"1.321","-8.949",1,7,3,"0.357",1,4,3,"0.214","-0.223",1,8,0,"0.464","-20.467",1,12,0,"1.071","11.295",14,0,"1.536","-9.172"
"B1533",1,13,3,"1.679","12.817",0,0,27,"0","0",1,6,0,"0.393","14.421",1,6,0,"0.429","-3.651",1,9,1,"1.393","32.343",1,3,13,"0.107",0,0,27,"0","0",1,14,3,"3.321",1,13,1,"3.607","50.362",1,9,2,"0.464",1,8,1,"0.286","5.569",1,9,1,"0.643","52.572",1,15,1,"3.250","3.359",16,1,"3.893","55.931"
"B1535",1,16,1,"0.929","-18.061",0,0,27,"0","0",1,6,1,"0.393","5.856",1,2,0,"0.143","-9.281",1,5,1,"0.786","41.643",1,2,17,"0.071",1,1,7,"0.036","3.464",1,17,1,"1.857",1,16,1,"2.179","32.580",1,7,2,"0.321",1,1,2,"0.036","-15.887",1,8,1,"0.750","16.897",1,13,1,"1.500","3.260",17,1,"2.250","20.157"
"B1541",1,16,1,"1.000","-34.912",0,0,27,"0","0",1,3,1,"0.107","-0.457",1,4,0,"0.179","12.298",1,7,1,"0.643","-29.650",1,1,21,"0.036",1,1,21,"0.036","0.003",1,17,1,"1.464",1,15,1,"1.679","-68.783",1,10,2,"0.429",1,6,1,"0.214","16.060",1,3,0,"0.179","-31.479",1,16,1,"1.750","-21.242",17,1,"1.929","-52.721"
"B1543",1,12,2,"2.786","-26.147",1,1,14,"0.429","-5.192",1,6,0,"1.286","-6.703",1,4,0,"0.286","11.088",1,9,0,"1.393","-1.283",1,6,11,"0.500",1,4,15,"0.393","-6.509",1,11,2,"1.929",1,7,0,"2.571","-22.573",1,11,2,"3.750",1,8,2,"3.214","0.845",1,2,0,"0.214","19.106",1,12,0,"5.964","-47.344",13,0,"6.179","-28.237"
"B1545",1,13,3,"1.571","-3.683",1,2,6,"0.071","0.111",1,8,0,"0.571","12.928",1,5,0,"0.250","8.204",1,12,0,"1.071","18.109",1,3,9,"0.107",1,1,2,"0.036","0.618",1,15,2,"3.036",1,15,0,"3.143","3.075",1,9,2,"0.393",1,6,2,"0.357","31.975",1,13,0,"1.143","-4.186",1,16,0,"2.393","39.855",17,0,"3.536","35.668"
"B1547",1,15,1,"0.857","4.212",0,0,27,"0","0",1,2,0,"0.071","1.027",1,3,6,"0.143","-27.585",1,9,1,"1.000","-53.525",0,0,27,"0",0,0,27,"0","0",1,15,1,"1.643",1,15,1,"1.893","-70.164",1,9,1,"0.429",1,3,1,"0.179","-5.707",1,2,0,"0.143","-9.205",1,16,1,"1.929","-66.666",16,1,"2.071","-75.871"
"B1549",1,20,1,"2.893","-7.082",1,6,3,"0.250","0.215",1,15,1,"1.679","13.678",1,10,3,"0.536","7.996",1,12,1,"1.250","-68.940",1,8,5,"0.714",1,8,1,"0.714","-4.661",1,13,2,"2.071",1,12,1,"2.500","-41.811",1,20,1,"3.821",1,20,1,"3.393","-7.661",1,20,1,"2.964","-26.636",1,21,1,"3.643","-27.497",22,1,"6.607","-54.133"
"B1550",1,20,1,"2.500","-2.117",1,8,1,"0.464","-4.037",1,10,0,"0.643","1.305",1,8,0,"0.571","2.064",1,14,1,"1.607","-40.193",1,3,1,"0.107",1,2,1,"0.071","-3.728",1,21,1,"5.250",1,21,1,"5.321","-38.098",1,9,3,"0.429",1,8,2,"0.393","-1.150",1,14,0,"1.107","-44.942",1,21,1,"4.679","1.965",21,1,"5.786","-42.976"
"B1553",1,15,1,"1.179","7.271",1,8,1,"0.429","-3.751",1,10,1,"0.500","7.053",1,5,0,"0.321","-5.586",1,8,1,"0.821","51.189",0,0,27,"0",1,3,2,"0.107","3.018",1,19,1,"3.071",1,18,1,"2.929","36.285",1,4,17,"0.179",1,6,1,"0.214","16.871",1,5,0,"0.321","33.285",1,17,1,"2.929","22.890",19,1,"3.250","56.175"
"B1562",1,14,1,"1.536","6.107",0,0,27,"0","0",1,6,0,"0.286","-0.484",1,2,0,"0.071","3.875",1,10,1,"0.714","22.971",1,2,7,"0.071",0,0,27,"0","0",1,16,1,"2.107",1,15,1,"2.036","30.547",1,9,1,"0.429",1,12,2,"0.571","1.923",1,11,1,"0.786","-4.666",1,15,1,"1.821","37.135",16,1,"2.607","32.469"
"B1566",1,19,1,"3.286","0.687",0,0,27,"0","0",1,10,1,"1.107","-10.768",1,11,0,"0.571","-25.763",1,15,1,"1.893","13.294",1,3,6,"0.107",0,0,27,"0","0",1,20,1,"6.429",1,20,1,"6.857","-22.551",1,8,2,"0.321",0,0,27,"0","0",1,18,1,"2.179","27.129",1,19,1,"4.679","-49.679",20,1,"6.857","-22.551"
"B1568",1,16,1,"1.107","-53.805",0,0,27,"0","0",1,6,1,"0.571","5.232",1,6,0,"0.250","-30.368",1,7,1,"0.893","21.722",1,3,1,"0.107",1,4,1,"0.214","-5.390",1,18,1,"2.571",1,16,1,"2.536","-35.909",1,3,3,"0.143",1,2,5,"0.071","-15.920",1,1,0,"0.179","-12.291",1,17,1,"2.643","-44.928",17,1,"2.821","-57.219"
"B157",1,17,1,"2.286","-18.884",1,1,9,"0.036","0.499",1,15,1,"1.393","-9.293",1,7,0,"0.536","4.661",1,10,1,"1.143","-93.314",0,0,27,"0",1,1,1,"0.036","0.507",1,16,1,"3.250",1,16,1,"3.179","-83.484",1,12,3,"2.143",1,12,3,"2.179","-33.356",1,13,1,"1.071","-12.287",1,19,1,"4.321","-104.045",19,1,"5.393","-116.332"
"B1571",1,16,1,"1.214","11.472",1,2,20,"0.071","-0.145",1,6,0,"0.321","-2.692",1,4,6,"0.143","-1.897",1,9,1,"0.714","1.355",1,4,18,"0.179",1,3,18,"0.107","4.054",1,18,1,"1.821",1,17,1,"1.750","-26.129",1,7,1,"0.464",1,4,1,"0.607","30.166",1,1,0,"0.107","-4.045",1,18,1,"2.357","12.137",18,1,"2.464","8.092"
"B1572",1,18,1,"1.750","0.670",0,0,27,"0","0",1,12,0,"1.214","-34.320",1,3,0,"0.179","9.111",1,5,0,"1.643","-12.257",1,16,1,"0.964",1,11,3,"0.964","-7.534",1,20,1,"2.357",1,16,0,"3.179","-35.486",1,15,1,"1.464",1,9,1,"0.643","6.224",1,2,0,"0.321","-33.253",1,19,1,"4.464","-3.543",19,1,"4.786","-36.796"
"B1577",1,13,1,"2.964","-35.815",1,1,9,"0.036","-0.651",1,10,0,"0.571","-7.981",1,6,0,"0.286","-14.543",1,9,0,"1.357","16.779",1,2,8,"0.071",1,3,3,"0.107","-4.407",1,14,1,"4.929",1,16,1,"4.964","-47.035",1,6,2,"0.214",1,4,5,"0.143","9.230",1,4,0,"0.393","-10.808",1,17,1,"4.821","-31.405",17,1,"5.214","-42.212"
"B158",1,18,1,"1.250","-10.777",1,2,7,"0.071","-0.282",1,9,1,"0.536","-2.265",1,6,0,"0.214","-5.862",1,10,0,"0.964","17.456",1,2,19,"0.107",1,1,19,"0.071","0.826",1,18,1,"2.536",1,18,1,"2.607","-0.355",1,11,7,"0.393",1,8,2,"0.357","-2.199",1,3,0,"0.107","3.635",1,21,1,"2.929","-5.363",21,1,"3.036","-1.729"
"B1581",1,8,8,"0.321","14.011",0,0,27,"0","0",1,2,0,"0.107","-10.797",1,5,0,"0.214","6.731",1,2,0,"0.714","16.361",1,1,7,"0.036",0,0,27,"0","0",1,17,1,"1.107",1,9,0,"1.286","5.190",1,4,5,"0.214",1,2,9,"0.071","21.116",1,8,0,"0.571","35.701",1,4,0,"0.786","-9.395",10,0,"1.357","26.306"
"B1585",1,17,1,"2.071","-0.008",1,2,1,"0.071","-0.008",1,14,1,"1.250","-16.524",1,8,0,"0.357","3.453",1,10,1,"0.964","64.759",1,6,3,"0.321",1,3,1,"0.143","14.029",1,16,1,"2.179",1,16,1,"2.429","41.009",1,17,1,"2.214",1,16,1,"2.143","-3.366",1,12,1,"0.929","-17.959",1,17,1,"3.786","69.631",18,1,"4.714","51.672"
"B1586",1,13,1,"1.393","7.056",1,5,1,"0.214","-0.710",1,8,1,"0.679","-6.942",1,5,1,"0.250","2.401",1,9,1,"1.179","-39.395",1,2,2,"0.071",1,1,2,"0.036","7.560",1,15,1,"2.821",1,14,1,"3.357","-41.797",1,13,2,"0.821",1,5,6,"0.321","-3.353",1,13,1,"1.786","-28.331",1,12,1,"1.929","-9.259",14,1,"3.714","-37.590"
"B1587",1,21,1,"2.929","-11.267",0,0,27,"0","0",1,11,1,"0.714","3.182",1,12,0,"0.571","-9.994",1,12,1,"1.321","-18.100",1,2,2,"0.071",0,0,27,"0","0",1,20,1,"4.643",1,20,1,"4.857","-30.023",1,9,2,"0.821",1,4,3,"0.679","-6.157",1,13,1,"1.357","-27.337",1,22,1,"4.179","-8.842",22,1,"5.536","-36.180"
"B1589",1,8,7,"0.679","-0.971",0,0,27,"0","0",1,5,0,"0.429","10.062",1,2,9,"0.143","3.944",1,5,0,"0.750","32.567",1,1,20,"0.036",0,0,27,"0","0",1,11,1,"1.500",1,9,0,"2.000","45.602",1,10,1,"0.464",0,0,27,"0","0",1,2,0,"0.214","-6.827",1,9,0,"1.786","52.429",9,0,"2.000","45.602"
"B159",1,22,1,"14.893","45.462",1,11,1,"0.643","-11.763",1,22,1,"7.536","-74.477",1,17,1,"3.357","43.146",1,18,1,"5.964","-261.838",1,20,2,"8.214",1,21,1,"7.929","3.740",1,19,1,"8.357",1,21,1,"11.107","-183.046",1,22,1,"15.821",1,22,1,"13.357","-80.164",1,22,1,"7.500","-165.868",1,23,1,"24.893","-93.602",23,1,"32.393","-259.470"
"B1591",1,19,1,"2.464","-10.596",0,0,27,"0","0",1,11,1,"0.786","5.358",1,9,1,"0.571","-16.711",1,11,1,"1.214","58.427",1,3,8,"0.143",1,3,1,"0.214","-5.770",1,20,1,"4.536",1,20,1,"4.571","43.879",1,8,2,"0.357",1,5,2,"0.250","-1.632",1,20,1,"2.393","-20.539",1,18,1,"2.643","57.016",20,1,"5.036","36.478"
"B1592",1,16,1,"2.286","-58.757",1,2,2,"0.071","-0.083",1,11,1,"0.643","-40.101",1,6,1,"0.214","8.487",1,10,1,"1.036","12.373",1,6,1,"0.214",1,7,1,"0.286","-39.055",1,16,1,"3.750",1,18,1,"3.571","-55.050",1,6,6,"0.286",1,9,2,"0.393","16.024",1,16,1,"1.643","42.200",1,17,1,"2.607","-120.281",18,1,"4.250","-78.081"
"B1593",1,20,1,"4.679","2.587",1,9,1,"0.643","-4.614",1,19,1,"2.857","-81.792",1,7,0,"0.857","-38.880",1,10,1,"1.321","33.914",1,11,2,"1.857",1,8,2,"1.714","-3.672",1,15,1,"4.607",1,17,1,"5.143","-72.031",1,17,1,"3.893",1,15,1,"3.500","-13.082",1,2,0,"0.179","-0.796",1,21,1,"10.179","-87.989",21,1,"10.357","-88.785"
"B1600",1,17,1,"1.250","-17.543",1,2,6,"0.071","-0.002",1,9,0,"0.571","71.849",1,5,0,"0.179","-9.810",1,11,1,"1.357","-56.412",1,3,1,"0.107",1,2,1,"0.071","2.029",1,18,1,"2.571",1,18,1,"2.857","-67.902",1,14,1,"0.750",1,9,3,"0.500","53.955",1,4,0,"0.321","-28.211",1,20,1,"3.107","16.294",20,1,"3.429","-11.917"
"B1602",1,17,1,"1.000","-1.144",1,2,11,"0.071","0.849",1,15,1,"0.786","5.706",1,5,3,"0.179","1.222",1,6,1,"1.179","-186.093",1,7,1,"0.250",1,2,11,"0.071","-0.850",1,20,1,"1.679",1,17,1,"2.429","-163.744",1,19,1,"1.286",1,10,1,"0.714","-14.867",1,6,0,"0.250","-2.394",1,20,1,"2.964","-177.066",20,1,"3.214","-179.460"
"B1604",1,17,1,"1.286","-3.006",1,1,9,"0.036","-0.273",1,13,0,"0.786","-13.279",1,6,0,"0.214","-2.348",1,7,1,"0.964","1.254",1,2,13,"0.071",1,2,13,"0.071","-7.494",1,18,1,"2.500",1,16,1,"2.643","-12.694",1,13,1,"0.714",1,10,1,"0.571","2.536",1,10,0,"0.893","-10.964",1,19,1,"2.393","-6.688",19,1,"3.286","-17.652"
"B1607",1,8,1,"0.607","-3.811",1,2,6,"0.107","-2.729",1,1,6,"0.071","-2.652",1,3,0,"0.107","-12.015",1,4,0,"0.857","-65.527",1,1,11,"0.036",1,1,21,"0.036","-9.678",1,12,1,"1.357",1,8,1,"1.643","-77.060",1,7,6,"0.357",1,2,6,"0.071","0.004",1,7,1,"0.607","0.131",1,7,0,"1.143","-86.865",10,1,"1.750","-86.734"
"B161",1,20,1,"3.821","-0.752",1,9,6,"0.536","-5.068",1,14,1,"1.536","-16.467",1,13,1,"0.929","-48.826",1,11,1,"1.821","16.042",1,8,1,"1.607",1,8,1,"1.357","1.367",1,18,1,"3.571",1,15,1,"4.036","-43.319",1,19,2,"3.464",1,19,2,"3.250","-13.120",1,14,1,"1.429","19.651",1,21,1,"7.214","-74.722",21,1,"8.643","-55.071"
"B1610",1,19,1,"1.857","-9.832",1,2,19,"0.071","-0.015",1,16,1,"1.071","-180.296",1,6,0,"0.286","4.076",1,10,1,"1.286","-96.777",1,1,20,"0.036",1,1,1,"0.036","-0.119",1,22,1,"4.286",1,21,1,"4.036","-292.645",1,6,2,"0.250",1,11,1,"0.500","9.920",1,15,1,"1.500","-30.635",1,20,1,"3.071","-252.209",21,1,"4.571","-282.844"
"B1611",1,18,1,"1.429","10.284",1,6,5,"0.286","0.265",1,9,1,"0.536","9.962",1,7,0,"0.286","5.492",1,9,0,"1.429","-20.363",1,2,15,"0.071",0,0,27,"0","0",1,21,1,"3.607",1,21,1,"3.893","-8.048",1,6,1,"0.286",1,2,1,"0.071","13.688",1,15,1,"1.464","8.599",1,18,1,"2.500","-2.958",21,1,"3.964","5.641"
"B1613",1,9,1,"0.357","13.508",0,0,27,"0","0",1,4,1,"0.214","5.489",0,0,27,"0","0",1,4,1,"0.821","-5.224",1,4,3,"0.143",1,2,1,"0.071","12.297",1,14,1,"0.893",1,9,1,"1.214","-17.178",1,8,3,"0.357",1,2,1,"0.107","18.653",1,4,0,"0.214","41.393",1,10,1,"1.179","-27.621",11,1,"1.393","13.773"
"B1614",1,18,1,"1.357","-16.932",1,1,18,"0.036","-2.029",1,11,0,"0.607","14.386",1,6,0,"0.321","11.142",1,11,1,"1.571","16.593",1,3,11,"0.107",0,0,27,"0","0",1,21,1,"3.571",1,19,1,"3.571","22.264",1,5,1,"0.214",1,5,1,"0.321","0.897",1,10,1,"0.893","2.151",1,20,1,"3.000","21.010",20,1,"3.893","23.160"
"B1616",1,18,1,"11.643","-44.978",1,14,1,"1.179","-17.352",1,19,1,"7.429","-107.193",1,14,1,"2.429","-206.337",1,11,1,"2.250","-96.497",1,3,7,"0.107",1,7,1,"0.393","27.144",1,18,1,"8.393",1,19,1,"11.821","-196.667",1,19,1,"16.429",1,18,1,"12.714","-302.834",1,19,1,"9.321","-0.834",1,19,1,"15.607","-471.523",19,1,"24.929","-472.357"
"B1619",1,21,1,"2.750","20.885",1,3,9,"0.143","0.291",1,12,1,"1.071","-200.717",1,11,2,"0.750","-17.701",1,12,1,"1.679","-308.238",1,4,3,"0.143",1,4,1,"0.214","10.975",1,19,1,"3.643",1,18,0,"3.643","-260.697",1,19,1,"2.607",1,18,1,"2.536","-255.757",1,5,1,"0.286","-7.107",1,22,1,"6.107","-498.372",22,1,"6.393","-505.479"
"B1623",1,9,5,"0.536","-16.227",0,0,27,"0","0",1,3,0,"0.107","1.711",1,4,1,"0.143","-2.675",1,9,0,"0.750","-63.312",1,2,9,"0.071",1,2,6,"0.107","-20.680",1,12,5,"0.893",1,13,1,"1.179","-40.614",1,12,3,"0.571",1,4,3,"0.250","-19.208",1,2,1,"0.179","10.540",1,14,0,"1.357","-91.041",15,1,"1.536","-80.502"
"B1625",1,19,1,"3.071","11.730",0,0,27,"0","0",1,15,0,"1.250","-40.905",1,11,0,"0.964","32.045",1,13,0,"2.536","-128.636",0,0,27,"0",0,0,27,"0","0",1,19,1,"7.536",1,20,1,"7.714","-134.610",1,3,7,"0.286",1,3,7,"0.107","8.844",1,15,0,"1.750","22.435",1,20,1,"6.071","-148.201",20,1,"7.821","-125.766"
"B1629",1,21,1,"7.679","-15.997",1,15,1,"0.929","-13.317",1,22,1,"5.036","30.496",1,14,1,"1.036","-32.662",1,14,1,"1.893","-83.940",1,18,1,"3.250",1,17,1,"2.964","-9.255",1,20,1,"4.750",1,21,1,"6.286","-68.934",1,21,1,"8.571",1,21,1,"7.321","-37.231",1,2,1,"0.107","2.149",1,22,1,"16.464","-117.569",22,1,"16.571","-115.420"
"B1630",1,14,1,"3.929","-1.307",1,11,7,"1.500","-14.879",1,11,6,"2.179","-21.849",1,8,6,"0.607","20.179",1,12,1,"1.857","-7.728",1,3,9,"0.107",1,5,2,"0.179","2.771",1,12,5,"9.750",1,18,1,"9.393","-26.469",1,6,1,"0.214",1,9,1,"0.500","-1.886",1,16,1,"3.679","0.318",1,18,1,"6.393","-25.902",18,1,"10.071","-25.584"
"B1633",1,15,1,"15.429","-4.384",1,11,1,"3.000","-28.140",1,18,1,"6.107","-140.050",1,10,1,"3.607","-95.728",1,4,1,"0.714","-54.952",1,11,1,"6.286",1,12,1,"6.893","-156.960",1,12,1,"7.071",1,16,1,"6.929","-63.977",1,17,1,"15.500",1,15,1,"15.036","-102.317",1,1,0,"0.143","-14.381",1,19,1,"28.714","-308.872",19,1,"28.857","-323.254"
"B1634",1,7,3,"0.500","6.072",1,4,12,"0.179","-0.808",1,4,6,"0.179","-5.892",1,5,0,"0.179","4.561",1,5,0,"0.714","1.808",1,4,5,"0.143",1,3,5,"0.143","-16.167",1,13,3,"1.321",1,12,0,"1.571","21.903",1,7,5,"0.286",1,1,11,"0.036","0.005",1,7,0,"0.571","0.268",1,12,0,"1.179","5.472",13,0,"1.750","5.741"
"B1637",1,14,1,"3.643","34.448",1,1,1,"0.036","4.252",1,12,1,"1.464","-3.198",1,4,6,"0.214","-0.981",1,11,1,"2.821","-53.236",0,0,27,"0",1,2,17,"0.071","3.861",1,15,1,"7.250",1,15,1,"7.536","-30.119",1,7,2,"0.929",1,4,1,"0.571","7.543",1,12,1,"2.107","22.791",1,16,1,"6.071","-41.506",17,1,"8.179","-18.715"
